customer_key,age_group,job,marital,education,balance_bucket
5f51a14a-7c16-41e6-bb07-9b9dd9fec82c,36-45,technician,divorced,Unknown,1-1K
e31249e2-75c9-40d8-a0c5-9508306d8f37,36-45,technician,divorced,secondary,1-1K
ab54cc41-7d2a-4931-af68-49066b77d9ae,36-45,technician,divorced,secondary,1-1K
5f426454-027d-4a43-903c-52a84aa569bf,36-45,technician,divorced,secondary,1-1K
acf584d0-6d46-496e-a45b-10a35484e4f2,46-55,admin.,divorced,secondary,1-1K
df16bf6b-17c6-47db-a473-0a60ff241671,46-55,blue-collar,divorced,primary,1-1K
1836a84c-b773-468a-ad4c-94eba5984830,46-55,housemaid,divorced,primary,1-1K
bd7606bf-121f-4180-a0c8-118340c50539,46-55,housemaid,divorced,primary,1-1K
19040d75-7eb0-4c53-8df9-5e127e94069d,46-55,management,divorced,tertiary,1-1K
b47e37f0-4f76-41d9-a050-aa94c65ff757,46-55,management,divorced,tertiary,1-1K
335be476-1bbd-49e7-8277-02feb127ee30,46-55,self-employed,divorced,secondary,1-1K
f129ce37-9e93-4ac4-90c2-b469d9e86d6a,46-55,services,divorced,secondary,1-1K
f56ab387-8f01-44f7-9da6-6a071eb4d8ed,46-55,services,divorced,secondary,1-1K
44c69329-d91d-4afe-af78-bef4e048e8f1,46-55,services,divorced,secondary,1-1K
c4112e29-2931-4224-bbf4-053343974f91,46-55,services,divorced,tertiary,1-1K
10146f12-d568-4197-b7c1-8dae4242e5bc,46-55,technician,divorced,secondary,1-1K
78185ea3-2aa7-4de4-920b-9844a2ee51f3,46-55,technician,divorced,secondary,1-1K
a94c22b6-20ff-425e-bec2-96585ff652d4,46-55,technician,divorced,secondary,1-1K
5488a42b-b5e2-4805-bb31-0ed52ae97efd,56+,Unknown,divorced,primary,1-1K
dcb5ea14-dca2-4139-8f0a-2b87dc4ac31d,56+,blue-collar,divorced,primary,1-1K
138422ef-c7e1-40bb-9c9b-23bc5116913d,56+,retired,divorced,secondary,1-1K
ca43e554-12f0-48e3-987f-3341ecc05e94,56+,retired,divorced,secondary,1-1K
622e89ce-1071-4f9d-b167-34976aabdcd8,56+,retired,divorced,secondary,1-1K
af6236ad-680e-4141-a2f8-3ee8c0f5887d,56+,retired,divorced,secondary,1-1K
a6a9b8f6-efcb-4b32-95b2-fd6c53dfee50,56+,retired,divorced,secondary,1-1K
b2c66ece-924d-4a04-b8e8-acbe5362bed8,26-35,admin.,divorced,secondary,1-1K
fe4409ff-51b8-4095-b130-3107b2f0e06f,26-35,admin.,divorced,secondary,1-1K
384056dd-cefe-4621-a20b-cf898b28e7ae,26-35,admin.,divorced,secondary,1-1K
92de35a7-c965-4248-bba9-4bc4fc25970f,26-35,admin.,divorced,secondary,1-1K
8b3cf23f-7433-4fea-800b-eeb122746080,26-35,blue-collar,divorced,secondary,1-1K
10ef6f41-3943-49e1-bf88-9824189f69c8,26-35,blue-collar,divorced,secondary,1-1K
fb445d8e-0470-4793-84f5-eed0e602534d,26-35,entrepreneur,divorced,tertiary,1-1K
02191dd6-dd99-4959-b105-7dda5859f9cf,26-35,entrepreneur,divorced,secondary,1-1K
7ada330f-4569-4d98-9874-011fbc6c4371,26-35,management,divorced,tertiary,1-1K
f4a3bf88-ee47-4e1f-b7ba-c99aade9355a,26-35,management,divorced,secondary,1-1K
f2b0078d-9cf1-4734-bf4a-7ed7a2634d11,26-35,services,divorced,secondary,1-1K
11ac786f-feb7-4061-a04a-e161a6955373,26-35,technician,divorced,tertiary,1-1K
9666c970-fbdb-4683-8364-ba6af6f7acd3,26-35,technician,divorced,secondary,1-1K
cddca459-8bc7-4d1b-b277-9e5310a3de02,36-45,admin.,divorced,secondary,1-1K
38d5dfe2-dbb8-4a30-bebd-f0279187f170,36-45,admin.,divorced,secondary,1-1K
a5f0a91b-12c2-4c35-aae0-ce6cb3c84b7e,36-45,admin.,divorced,Unknown,1-1K
1e9f6f06-2284-4a5a-899d-51450cbacf3e,36-45,blue-collar,divorced,secondary,1-1K
950348fc-d322-45f0-bf33-5f0ca6095b89,36-45,blue-collar,divorced,secondary,1-1K
e3d478e4-1bdc-4108-a59e-74d1b9dc59b2,36-45,blue-collar,divorced,secondary,1-1K
4fb6a282-15a3-4dd4-98b2-f4035af2a37e,36-45,blue-collar,divorced,secondary,1-1K
a4c959e2-63ee-4bce-a7f0-6936270d69e9,36-45,entrepreneur,divorced,tertiary,1-1K
23c0da55-7cdb-4e1e-9053-36143b3ced2a,36-45,entrepreneur,divorced,tertiary,1-1K
651d8bc8-9395-4fdf-a162-e39ed1206ef8,36-45,management,divorced,tertiary,1-1K
397fe1bf-577a-4fcb-865a-3bdcac970952,36-45,management,divorced,secondary,1-1K
7fd2ce5e-d8a6-49b3-bba1-fb085a25f9f6,36-45,management,divorced,tertiary,1-1K
d8fccd01-42a5-4c52-b1df-99c97e0db9a0,36-45,management,divorced,tertiary,1-1K
e49220bc-3a23-4005-b259-54e05b234e53,36-45,management,divorced,tertiary,1-1K
e614b56a-7a0a-44ac-8be3-b99047ec472b,36-45,services,divorced,secondary,1-1K
9765d2c8-2803-46de-b843-52da209efdd3,36-45,services,divorced,secondary,1-1K
8eb8a64e-6a80-40cb-af10-431e7122295f,36-45,technician,divorced,secondary,1-1K
2f75ead2-8c2f-48c2-80e0-84973eb01788,36-45,technician,divorced,secondary,1-1K
6e4cb07e-c710-4698-a13e-8b1d649c6e2d,46-55,admin.,divorced,tertiary,1-1K
0cc9e791-7cf0-414f-9f33-1c9c37fa64b5,46-55,admin.,divorced,secondary,1-1K
59d18e71-1f4b-4f50-8888-6e8c85f661ae,46-55,blue-collar,divorced,primary,1-1K
a43139f0-6927-4056-9845-cfac2d89d499,46-55,blue-collar,divorced,secondary,1-1K
610e63f3-9805-4f7e-8bf1-941310d83eaf,46-55,blue-collar,divorced,primary,1-1K
df13ca10-d7ae-4ace-948c-94b94b42e4f1,46-55,management,divorced,tertiary,1-1K
c3b53af7-9286-411f-bb4e-be28fd14aed1,46-55,management,divorced,tertiary,1-1K
263563f1-7a76-486d-83f4-196b46ca5b6a,46-55,management,divorced,tertiary,1-1K
d0bf9704-baf8-4f04-8d01-405f2fc81e45,46-55,services,divorced,secondary,1-1K
5e9d10cd-c9ce-4664-aabe-0ebdf81ad120,46-55,services,divorced,primary,1-1K
117f458a-d447-4e2e-97b9-a22c82a8bd52,46-55,technician,divorced,secondary,1-1K
39637170-c0be-4e3c-88ed-c455ea6906f6,46-55,technician,divorced,tertiary,1-1K
b974a83c-bd78-4dd1-9dfd-1550907d2f63,46-55,unemployed,divorced,secondary,1-1K
3afd8a34-9ca2-4870-b05c-79dec0014c08,56+,admin.,divorced,secondary,1-1K
667b8a8f-077f-4b93-9b72-eeb87b03999a,56+,housemaid,divorced,primary,1-1K
9be7f23c-bc6f-4ae2-87ab-8eee7c8a9e33,56+,management,divorced,tertiary,1-1K
987ca596-f304-469e-985c-c225f234bf6d,56+,management,divorced,secondary,1-1K
4d902266-ebbd-4345-9d5f-f599edbaddf9,56+,management,divorced,tertiary,1-1K
89abc6a8-28e9-4650-99b5-9590fc3d6029,56+,management,divorced,tertiary,1-1K
28f01afd-1c09-4f59-9c29-ca3fc47a4d5e,56+,management,divorced,tertiary,1-1K
be833ceb-d754-49de-9673-d8d2bc7af9b9,56+,retired,divorced,secondary,1-1K
10b23362-614a-40e2-a532-5ea581b75cbd,56+,retired,divorced,primary,1-1K
a4ad19d7-1568-4188-af7b-3b16684f7259,56+,retired,divorced,Unknown,1-1K
d04e8161-34ad-415c-bab2-577b9e6394c8,56+,retired,divorced,tertiary,1-1K
2833e412-bd18-4aae-a81d-95a82f1ad571,56+,retired,divorced,primary,1-1K
0234dade-1884-44cd-82e9-b9b6acf5e7d4,56+,self-employed,divorced,tertiary,1-1K
dc9ac8b0-96e5-4732-b550-5cc9f7672a41,56+,technician,divorced,secondary,1-1K
4a81463e-1e0d-4053-9578-cd7122b28400,56+,technician,divorced,primary,1-1K
88c307d2-0459-4863-a227-7837b07073b6,26-35,blue-collar,divorced,primary,1-1K
ec4c5457-7854-4df1-ae16-d1234f3b36df,26-35,blue-collar,divorced,primary,1-1K
8858d271-33df-483e-a5f7-e89bff88b7d0,26-35,blue-collar,divorced,primary,1-1K
ea21c99c-372c-45ee-a6fb-28bd2d2be496,26-35,blue-collar,divorced,secondary,1-1K
d03dd07c-792a-417d-b96e-707cff29c5b4,26-35,management,divorced,secondary,1-1K
782298ec-bbff-45a1-b606-ecda4e935aa1,26-35,management,divorced,tertiary,1-1K
2a70fff2-2cdb-45b7-bda8-584d7c3e65c8,26-35,technician,divorced,secondary,1-1K
9254d3b9-ba59-4067-980e-19c8cbf05bbb,36-45,admin.,divorced,secondary,1-1K
582a4e24-9720-4748-8c18-e76589989641,36-45,admin.,divorced,secondary,1-1K
41ea4a58-fd6f-4e21-a3c9-9de93149d92c,36-45,admin.,divorced,secondary,1-1K
443e1b10-df35-4c63-ba26-fda92bb8e7e9,36-45,blue-collar,divorced,primary,1-1K
d044e34c-2781-4ba3-b831-0622bef9faa8,36-45,blue-collar,divorced,primary,1-1K
2768dab7-a338-4435-a033-dbb0a476c163,36-45,blue-collar,divorced,secondary,1-1K
bf2658e8-5cf7-416c-918b-9fb06f2ead75,36-45,housemaid,divorced,primary,1-1K
f15ded44-ccaf-48b8-8b0d-c6cd7cd8d242,36-45,management,divorced,tertiary,1-1K
af61ef36-eb25-41a1-bd1f-ae7784882180,36-45,management,divorced,tertiary,1-1K
e99d11de-1830-4411-aa16-8796f4f15f3c,36-45,self-employed,divorced,secondary,1-1K
d1ddc35f-d068-485e-8e97-d40e8df64549,36-45,services,divorced,secondary,1-1K
6e91041b-525b-4bdc-8cbb-d83f592279d3,36-45,services,divorced,secondary,1-1K
a0493f30-ab43-48b9-a9bf-3554c42aaac7,36-45,services,divorced,secondary,1-1K
b51778c4-b992-4082-8eff-cf5a7c39c520,36-45,services,divorced,primary,1-1K
eb6a5d23-7615-4000-b6b2-63e929a46498,36-45,services,divorced,secondary,1-1K
072c3650-640b-490d-a893-458f9b4136da,36-45,technician,divorced,secondary,1-1K
20466196-f7fa-466a-b6f1-dedcb917a929,36-45,technician,divorced,secondary,1-1K
a96c3716-8118-42d0-9d6f-db927f9a6308,36-45,technician,divorced,secondary,1-1K
293808b2-2258-4aa7-86e9-36293c560405,36-45,technician,divorced,secondary,1-1K
7ef2ed7f-b9f0-4657-8831-e51777a8ccd1,46-55,admin.,divorced,secondary,1-1K
18d3d1ba-6b61-43dd-9342-9442ce9ae38e,46-55,admin.,divorced,secondary,1-1K
ddc9ee16-70bf-469c-b83c-9d4d95dc3441,46-55,admin.,divorced,secondary,1-1K
40a6ff02-a224-43db-a365-38a51e112fc0,46-55,blue-collar,divorced,secondary,1-1K
77a2658e-5bfc-49fc-9751-642a7891aaf3,46-55,blue-collar,divorced,primary,1-1K
70568b86-eac3-41ec-a3b1-cedece7b5dcb,46-55,entrepreneur,divorced,tertiary,1-1K
1f090e89-bb80-45ac-b27c-af062fa98870,46-55,entrepreneur,divorced,tertiary,1-1K
be6c4590-ad3b-409a-9586-0dc4e7302cd2,46-55,management,divorced,tertiary,1-1K
ef1bfa2f-6827-449a-aaac-4e7c9cf6ea2a,46-55,management,divorced,tertiary,1-1K
2a546393-f593-47f9-be43-78884d8e8bec,46-55,management,divorced,tertiary,1-1K
37b3952e-4c48-4279-b3aa-e201378a69c3,46-55,management,divorced,tertiary,1-1K
c17f8a93-ecb9-4926-b623-18f09b733b1d,46-55,management,divorced,tertiary,1-1K
664830d4-b686-4b81-a581-7e9c3f4fee22,46-55,management,divorced,tertiary,1-1K
c3fbfffe-8616-47f7-ae52-da7600efd8dc,46-55,management,divorced,tertiary,1-1K
95f56327-3934-4f8c-b0b7-fcc14638ef8b,46-55,services,divorced,secondary,1-1K
6baa0cfc-1c88-445a-a76c-e691b290e0c1,46-55,technician,divorced,secondary,1-1K
511b27ec-97e3-48dc-92fc-ad2a78692426,46-55,technician,divorced,secondary,1-1K
95bb6cc9-bf12-46f6-93bb-0600f6d471bc,46-55,technician,divorced,secondary,1-1K
3f22bda3-9bf5-4a26-809b-54fdaf8dc6cf,46-55,technician,divorced,secondary,1-1K
8e22bb86-6f3b-4e5a-be12-476cb9ddbeef,46-55,unemployed,divorced,secondary,1-1K
e04428f9-d2a1-4249-8721-41146f5c0c5a,56+,admin.,divorced,secondary,1-1K
1569547b-c325-43bd-bc3b-43a3ea6a68a5,56+,admin.,divorced,secondary,1-1K
67471026-3b82-4071-b9de-8c4fec2cfc54,56+,blue-collar,divorced,primary,1-1K
e01b8ae6-51e1-40a9-89b2-9f4ac331f1c7,56+,management,divorced,tertiary,1-1K
28af02ef-c0c7-4211-8434-91a4001baf64,56+,management,divorced,Unknown,1-1K
8bc6d12c-f037-4e40-992e-f64aac383e9c,56+,services,divorced,secondary,1-1K
d50fe438-a022-43c9-8409-313cb29fd6b8,56+,technician,divorced,secondary,1-1K
313d4b35-1269-47d4-bdb2-39f2a0634c9e,56+,technician,divorced,secondary,1-1K
c3bb673e-7bea-4d88-bfc0-65ddf8c7231e,18-25,blue-collar,divorced,secondary,1-1K
f8a4af85-e1ad-46f8-a248-6d924b204db9,26-35,admin.,divorced,secondary,1-1K
0dbbab3c-8b69-46a1-9958-d12c7309c2cf,26-35,admin.,divorced,secondary,1-1K
2e34c9fc-a076-45c4-bbe0-19c670020f0e,26-35,admin.,divorced,secondary,1-1K
53e2bb35-fb9b-429c-9433-4ea8bdb12f10,26-35,admin.,divorced,secondary,1-1K
04461922-556a-45cd-aac2-dffcab551d88,26-35,admin.,divorced,secondary,1-1K
8dad1d0c-24bc-41c5-94ec-5a45889274e5,26-35,admin.,divorced,secondary,1-1K
d583ffa4-bd1a-4df9-98c6-d1843471c20a,26-35,services,divorced,secondary,1-1K
1548eba1-56a1-45ad-90fa-e0520d17dd82,26-35,services,divorced,secondary,1-1K
d647249a-c20a-4ba0-9ac1-daa669ed4b5c,26-35,technician,divorced,secondary,1-1K
e5c8cc21-ee7a-4598-9a1d-03f834fe45ef,26-35,technician,divorced,secondary,1-1K
d5382244-31d2-452d-be65-28af0ee4a0f4,36-45,admin.,divorced,secondary,1-1K
b4c8bddc-6908-4b14-805d-533c49c46698,36-45,admin.,divorced,tertiary,1-1K
cb023d52-d98e-40ca-8fa7-eb4db25bd5c8,36-45,blue-collar,divorced,primary,1-1K
ac3096bd-4d34-467b-9644-39de1c81f941,36-45,blue-collar,divorced,secondary,1-1K
4b2db0f3-4990-4c22-8d41-90635c817e0a,36-45,blue-collar,divorced,secondary,1-1K
65fa0be2-9a93-4d0f-a300-04f155b8f487,36-45,blue-collar,divorced,secondary,1-1K
fec6a153-479d-4684-aacb-23cb78d57b47,36-45,blue-collar,divorced,primary,1-1K
13cd8c0b-3b38-439a-81be-a957daa134a0,36-45,blue-collar,divorced,primary,1-1K
f7a995b9-70f2-4e3c-838b-e69dbcbfcc72,36-45,housemaid,divorced,secondary,1-1K
9bed627f-07b0-440d-bd65-836bc95ff6c6,36-45,management,divorced,tertiary,1-1K
ecfe862f-efc9-434c-a8d1-f9573daf1821,36-45,management,divorced,tertiary,1-1K
b8d02da9-2247-4c02-b0d6-21ed8c4a0617,36-45,management,divorced,tertiary,1-1K
f623f03f-266b-4391-94c0-d1a0fdede769,36-45,management,divorced,tertiary,1-1K
b277019f-e1c1-4194-9f2c-0a560372613a,36-45,management,divorced,secondary,1-1K
b1587f43-9c80-4521-a3e5-4df41d8b9f4e,36-45,services,divorced,secondary,1-1K
1939cf0f-e2d8-466b-b8c1-acca6d0ac476,36-45,services,divorced,secondary,1-1K
60990d55-222e-491b-b154-9f54c01fa7df,36-45,technician,divorced,secondary,1-1K
d2a2fec5-0add-428f-81ab-6bed6be59445,36-45,technician,divorced,tertiary,1-1K
e40d48ec-ce3e-4bf8-ae39-6ca15c0a6dcc,36-45,technician,divorced,secondary,1-1K
4a082ecf-6a36-47a2-9539-c0425ed61f14,36-45,technician,divorced,secondary,1-1K
750b4691-70c7-4a70-88bc-3f05567fbada,46-55,admin.,divorced,secondary,1-1K
b296e83b-0955-4fb6-a2fc-696b9917470e,46-55,admin.,divorced,secondary,1-1K
e4dd57e8-ca5f-484a-86f9-8362db1136e7,46-55,admin.,divorced,secondary,1-1K
20f0bd6f-9aff-4347-9ce2-57a083ee6da7,46-55,blue-collar,divorced,primary,1-1K
23a26496-b1aa-46d6-8a76-7f75325e0d52,46-55,blue-collar,divorced,primary,1-1K
3014ea78-d989-4a05-9ccb-d4f92600b30a,46-55,blue-collar,divorced,primary,1-1K
fc83c865-d398-4d24-9d68-6f4f77ed66b1,46-55,management,divorced,tertiary,1-1K
944c5949-2317-4fa9-ae9f-e4707aa12e81,46-55,management,divorced,tertiary,1-1K
b35791d1-46e3-4391-aef7-744ed01a6f75,46-55,services,divorced,secondary,1-1K
12200e8a-5c2f-4984-8921-20b9b1560523,46-55,services,divorced,secondary,1-1K
5fa179db-ebda-4341-a408-b33f793f39da,46-55,technician,divorced,tertiary,1-1K
35249ab0-843b-4e40-88f6-32e5ec48f8f4,46-55,unemployed,divorced,tertiary,1-1K
73dc759e-870f-4439-bf54-68d40bcc0fb3,56+,admin.,divorced,secondary,1-1K
14307d6c-475f-4cae-8844-ccd2769b3ca0,56+,blue-collar,divorced,primary,1-1K
7b349907-dfa7-445c-9333-0d5acb0255d2,56+,housemaid,divorced,secondary,1-1K
af3f9e9d-1887-46d2-b8b6-92f949a9ab97,56+,management,divorced,tertiary,1-1K
d29e727f-ce1a-4812-883d-20d8cb325a57,56+,management,divorced,tertiary,1-1K
09777cd2-168b-438a-8dfd-3cf52d2ffafb,56+,management,divorced,tertiary,1-1K
d974feed-23bb-411d-9464-c106684ddae4,56+,retired,divorced,secondary,1-1K
48c16c79-4a57-4255-8946-1b3619513991,56+,retired,divorced,primary,1-1K
a3097652-de91-4076-a793-dd7c570c3f70,56+,unemployed,divorced,secondary,1-1K
6bebfe17-d77d-4302-8171-411140647e1e,26-35,admin.,divorced,secondary,1-1K
b751a1c3-5c90-4c98-b69a-ac8b5858cdcf,26-35,blue-collar,divorced,secondary,1-1K
df30e62b-388b-41c6-b0bb-80d036a1335e,26-35,blue-collar,divorced,secondary,1-1K
1ac0c2f8-82f1-4d3f-926b-2b8ae5cab812,26-35,housemaid,divorced,secondary,1-1K
93e9ac8b-c680-4d78-acfb-72fc552d0a8a,26-35,management,divorced,tertiary,1-1K
178cc9c8-e98e-4cb1-b8db-b9635fcfc45a,26-35,management,divorced,tertiary,1-1K
d5d1d77b-3f48-478a-931a-6c5b4e45f2c9,26-35,self-employed,divorced,Unknown,1-1K
f1c5fdda-1e90-4add-903d-7bad27940dcd,26-35,self-employed,divorced,secondary,1-1K
160b9400-7711-4127-a9f7-59ec0efc48f9,26-35,services,divorced,secondary,1-1K
09a84a78-653a-4414-a98f-bd18238a2fa2,26-35,services,divorced,primary,1-1K
21b33239-ed01-4edc-9b44-40038ebffd49,26-35,services,divorced,secondary,1-1K
cbac03aa-d9c9-4dfa-b1d9-b15fa7c805e8,36-45,admin.,divorced,secondary,1-1K
e9e1cf4b-df0e-47bc-8bb8-51913dbaefc8,36-45,admin.,divorced,secondary,1-1K
d8f5ec47-deaf-4de3-978c-d686223186c1,36-45,admin.,divorced,secondary,1-1K
81a6c741-055a-4b3b-b9a8-dd08e3ebe113,36-45,blue-collar,divorced,primary,1-1K
830d5a68-a039-4be9-91e5-847689bf0e0b,36-45,blue-collar,divorced,secondary,1-1K
9539a0bc-4d0d-4e64-8f1d-24490e6ee3cd,36-45,blue-collar,divorced,secondary,1-1K
e7bfe852-740a-4f62-87d1-b89bf2b2e25c,36-45,blue-collar,divorced,primary,1-1K
